X,Y,Class,Drink,Rank,Amount,Quantity,Index
3.556454,-20.868975,B,Pepsi,7,192.48820575336072,903,122
4.610544,-20.625948,B,Pepsi,7,188.6957194687947,883,123
17.355576,-18.8428,B,Pepsi,7,208.67229498976445,627,124
21.313208,-18.51258,B,Pepsi,7,209.584138362133,532,125
0.999942,-21.266373,B,Pepsi,7,206.3424029626429,969,126
4.6321826,-19.071218,B,Pepsi,7,230.61095214378258,874,127
11.656504,-18.225418,B,Pepsi,7,205.39609201583664,729,128
5.461832,-20.356094,B,Pepsi,7,185.0170436262807,864,129
21.482058,-18.526684,B,Pepsi,7,209.10512218494668,526,130
11.807139,-17.856308,B,Pepsi,7,199.7027464231261,725,131
5.125954,-19.420305,B,Pepsi,7,213.0034514799654,866,132
1.8414513,-21.7442,B,Pepsi,7,186.56476235932567,947,133
8.414339,-18.6244,B,Pepsi,7,196.26880810349638,803,134
16.237366,-18.768503,B,Pepsi,7,205.0359706414482,646,135
21.790232,-18.468119,B,Pepsi,7,214.79848775198553,516,136
14.940125,-18.416454,B,Pepsi,7,203.9677428127113,671,137
11.4717865,-17.752134,B,Pepsi,7,197.7653721467415,732,138
21.192667,-18.589571,B,Pepsi,7,207.14000494092093,536,139
14.371427,-18.08505,B,Pepsi,7,198.7586761111834,680,140
19.000675,-19.05472,B,Pepsi,7,207.4034081794774,594,141
1.1460392,-21.809923,B,Pepsi,7,191.53206281931594,970,142
15.619721,-17.9069,B,Pepsi,7,184.85152775314134,660,143
9.438747,-18.20495,B,Pepsi,7,190.7395338078852,780,144
0.6367358,-21.79257,B,Pepsi,7,194.87034682364379,989,145
5.533092,-19.699635,B,Pepsi,7,201.73180925851182,859,146
14.819218,-18.134087,B,Pepsi,7,203.85317379728838,673,147
6.431063,-19.405893,B,Pepsi,7,202.30953722945134,841,148
16.021103,-18.336952,B,Pepsi,7,191.91063108609637,650,149
4.3099914,-20.0548,B,Pepsi,7,200.58208718446,885,150
1.1110806,-21.92806,B,Pepsi,7,188.57029702169376,973,151
8.610465,-18.68096,B,Pepsi,7,208.72447157660454,798,152
11.024448,-18.470243,B,Pepsi,7,210.6619854409774,745,153
10.898966,-17.63374,B,Pepsi,7,186.2233063204291,746,154
21.436333,-19.323868,B,Pepsi,7,190.62174960084877,525,155
21.854624,-18.791302,B,Pepsi,7,203.04449119870853,512,156
7.6963835,-18.909206,B,Pepsi,7,202.57207490980107,815,157
14.861382,-18.447313,B,Pepsi,7,205.15047686306048,672,158
21.816805,-18.158823,B,Pepsi,7,238.52731490654722,519,159
3.4051154,-19.940777,B,Pepsi,7,213.30881327972085,899,160
16.601374,-18.936686,B,Pepsi,7,209.88202610504112,641,161
19.206295,-18.74276,B,Pepsi,7,196.84730755359655,591,162
5.7635503,-19.363111,B,Pepsi,7,207.58969220493267,853,163
6.433069,-19.422913,B,Pepsi,7,201.6502279810934,841,164
20.758512,-19.16104,B,Pepsi,7,191.44071082170632,550,165
17.495876,-19.335688,B,Pepsi,7,223.1465856667351,624,166
16.138088,-17.823076,B,Pepsi,7,181.32734807408252,649,167
14.487488,-17.955729,B,Pepsi,7,195.8546819461011,679,168
15.085988,-18.290216,B,Pepsi,7,200.80198712540815,669,169
1.9243135,-21.390827,B,Pepsi,7,195.28068134210565,943,170
18.665268,-19.121191,B,Pepsi,7,210.88950596967365,600,171
0.43980524,-21.342768,B,Pepsi,7,215.6038014113288,991,172
18.386208,-18.74705,B,Pepsi,7,201.28551000071081,607,173
5.403859,-20.141045,B,Pepsi,7,192.69633368282862,864,174
0.779677,-21.387714,B,Pepsi,7,202.16458589581976,979,175
7.8803496,-18.88314,B,Pepsi,7,223.89035957392463,810,176
2.3552327,-20.420082,B,Pepsi,7,218.43413758320534,923,177
16.448944,-17.758877,B,Pepsi,7,179.74857413342392,644,178
17.776388,-18.506594,B,Pepsi,7,201.86454314769426,619,179
2.120262,-21.321827,B,Pepsi,7,195.55501255780817,938,180
6.308537,-19.9495,B,Pepsi,7,183.3086764090947,845,181
0.3469752,-21.623806,B,Pepsi,7,205.04987278980457,1000,182
17.30603,-18.832851,B,Pepsi,7,208.65755194170123,628,183
9.034312,-18.488075,B,Pepsi,7,196.65752908849632,789,184
18.994692,-18.608292,B,Pepsi,7,196.82153093489416,595,185
0.50324386,-21.253239,B,Pepsi,7,217.65454240281096,987,186
11.343393,-18.090126,B,Pepsi,7,204.04981710960956,736,187
9.614483,-18.412497,B,Pepsi,7,203.7729626546041,777,188
5.9761777,-19.091747,B,Pepsi,7,216.5135098647949,848,189
16.511005,-17.931068,B,Pepsi,7,184.80630034045987,643,190
2.2749531,-21.287281,B,Pepsi,7,195.15765927133748,934,191
12.34636,-17.961624,B,Pepsi,7,197.6260803879333,717,192
0.7961014,-21.054066,B,Pepsi,7,218.72005680472304,973,193
9.052128,-17.956629,B,Pepsi,7,167.58732659930928,788,194
10.525923,-17.787403,B,Pepsi,7,189.7561235866571,753,195
21.807953,-19.454075,B,Pepsi,7,180.0503842844235,509,196
10.9595375,-17.628664,B,Pepsi,7,186.9980715840656,745,197
11.9799795,-17.754768,B,Pepsi,7,195.59955513303015,722,198
3.8875976,-20.129957,B,Pepsi,7,201.3074057728609,893,199
10.44913,-18.213428,B,Pepsi,7,200.58508902306843,756,200
7.1897902,-18.98463,B,Pepsi,7,223.47996928450323,824,201
6.7153177,-19.170374,B,Pepsi,7,209.72632866898792,835,202
10.992916,-18.58328,B,Pepsi,7,215.44474838707794,746,203
3.6522372,-19.846745,B,Pepsi,7,211.72435782392242,895,204
14.507067,-18.329327,B,Pepsi,7,205.31400010960328,677,205
1.9435909,-21.62755,B,Pepsi,7,189.65597643514315,944,206
14.480877,-18.138025,B,Pepsi,7,202.04282942001328,678,207
20.300488,-18.795528,B,Pepsi,7,204.46289348001918,564,208
2.7195015,-20.413807,B,Pepsi,7,211.36242317119263,916,209
9.243046,-18.271423,B,Pepsi,7,188.550514799286,784,210
3.641255,-20.042728,B,Pepsi,7,205.91316116927982,896,211
10.611963,-17.922085,B,Pepsi,7,194.54962384652907,752,212
0.54629415,-22.012415,B,Pepsi,7,187.32617698487664,998,213
19.32763,-18.401505,B,Pepsi,7,184.56274597308104,589,214
10.213954,-18.526514,B,Pepsi,7,211.1689344020168,763,215
2.6308358,-20.337576,B,Pepsi,7,215.54922676636602,917,216
18.091106,-18.180237,B,Pepsi,7,190.18799664762452,614,217
0.4419815,-21.855635,B,Pepsi,7,193.77762835093722,1000,218
18.117655,-18.377466,B,Pepsi,7,196.4451135908364,613,219
2.6283336,-20.573645,B,Pepsi,7,208.9959987543325,919,220
12.402887,-18.129423,B,Pepsi,7,203.0729952087661,716,221
4.095724,-20.66961,B,Pepsi,7,193.70299142734888,893,222
5.6096816,-19.363766,B,Pepsi,7,208.76754649952326,856,223
14.554388,-18.430746,B,Pepsi,7,207.4729360512326,676,224
18.7941,-18.99254,B,Pepsi,7,206.10370265433465,598,225
0.84943175,-22.122469,B,Pepsi,7,182.12328388068218,986,226
19.040396,-18.368073,B,Pepsi,7,187.79429895718147,595,227
21.181778,-18.951738,B,Pepsi,7,205.4709738117004,536,228
9.978726,-18.153566,B,Pepsi,7,197.97807347566106,767,229
12.3718195,-18.431606,B,Pepsi,7,215.52859775839326,716,230
5.8401284,-19.851297,B,Pepsi,7,195.60482124525723,854,231
6.3820705,-19.148344,B,Pepsi,7,213.0547880715433,841,232
3.7235584,-20.248228,B,Pepsi,7,200.2100384163276,896,233
3.8341882,-20.349964,B,Pepsi,7,197.60775202130245,895,234
1.6860943,-20.901817,B,Pepsi,7,208.53974711067855,944,235
4.3640165,-19.923998,B,Pepsi,7,203.24166352488442,883,236
20.738064,-18.984701,B,Pepsi,7,198.69856945632316,551,237
4.7767434,-19.329285,B,Pepsi,7,219.12317639839972,872,238
20.148268,-18.96527,B,Pepsi,7,210.65227082546917,568,239
4.794891,-20.444017,B,Pepsi,7,189.93982618500297,878,240
1.2413697,-21.919104,B,Pepsi,7,187.8581138721227,968,241
20.616085,-18.602106,B,Pepsi,7,207.7067832952311,556,242
21.134834,-18.591486,B,Pepsi,7,206.67056103469793,538,243
2.6555994,-20.981703,B,Pepsi,7,199.87753227153087,922,244
3.9299123,-20.86387,B,Pepsi,7,191.02745628514168,897,245
12.473159,-17.512785,B,Pepsi,7,179.0998225136972,714,246
12.136562,-18.536816,B,Pepsi,7,217.7043151656672,720,247
19.83773,-18.785582,B,Pepsi,7,191.74502803207488,575,248
21.87621,-19.205282,B,Pepsi,7,196.78614158347006,508,249
10.691214,-18.42682,B,Pepsi,7,206.13841341475424,752,250
11.692303,-18.500948,B,Pepsi,7,213.57880788099988,729,251
15.075255,-18.414522,B,Pepsi,7,202.44966571108722,669,252
4.1103063,-20.53499,B,Pepsi,7,194.93056824628871,892,253
22.059187,-18.743917,B,Pepsi,7,205.59109202614528,504,254
21.424536,-18.54524,B,Pepsi,7,208.7254159143048,528,255
0.55302256,-22.050617,B,Pepsi,7,185.51915658502676,999,256
16.438751,-17.989477,B,Pepsi,7,185.92536225623445,644,257
3.066667,-21.06757,B,Pepsi,7,193.35772556695576,914,258
9.77357,-18.580256,B,Pepsi,7,213.6011136624817,774,259
19.237488,-18.952253,B,Pepsi,7,203.10907565598004,590,260
13.096667,-18.235813,B,Pepsi,7,214.75356216949552,701,261
12.221261,-17.92335,B,Pepsi,7,196.97675757923693,719,262
17.486153,-18.351051,B,Pepsi,7,199.95437171009704,625,263
22.136126,-18.867256,B,Pepsi,7,203.2271856033809,500,264
4.449761,-20.599363,B,Pepsi,7,191.72769056447677,886,265
13.754791,-18.181658,B,Pepsi,7,204.92686483800406,690,266
5.1265655,-19.91455,B,Pepsi,7,200.88873006131743,868,267
17.947426,-18.509172,B,Pepsi,7,200.5741294775637,616,268
17.09098,-18.124928,B,Pepsi,7,191.55892267591253,633,269
19.710815,-18.475578,B,Pepsi,7,181.03252779817078,579,270
4.80159,-19.765236,B,Pepsi,7,205.99093325829142,873,271
1.8391258,-20.85543,B,Pepsi,7,208.43574022780345,940,272
3.7433448,-21.00561,B,Pepsi,7,189.33678521760032,901,273
16.54805,-18.359417,B,Pepsi,7,195.2812247588213,642,274
3.0503137,-21.023352,B,Pepsi,7,194.4381885419801,914,275
1.208697,-20.988884,B,Pepsi,7,214.36754672549554,958,276
21.774446,-19.292906,B,Pepsi,7,192.9830002299217,511,277
5.0388145,-20.316502,B,Pepsi,7,191.24438211968038,872,278
21.9121,-19.180185,B,Pepsi,7,197.65151666410694,507,279
16.95171,-18.683014,B,Pepsi,7,204.62724313641118,635,280
14.092833,-17.948559,B,Pepsi,7,189.59149846720103,685,281
5.7717905,-19.992435,B,Pepsi,7,192.43093909488405,856,282
21.056278,-19.265156,B,Pepsi,7,191.2492117713188,540,283
1.7585573,-21.296637,B,Pepsi,7,196.766272009968,946,284
16.447119,-17.880497,B,Pepsi,7,183.39882579443668,644,285
1.3836373,-21.630346,B,Pepsi,7,193.54677790802515,960,286
12.135351,-17.493528,B,Pepsi,7,183.99388990972366,719,287
21.212395,-19.257318,B,Pepsi,7,193.5370050069925,534,288
10.624411,-17.99257,B,Pepsi,7,195.96445043153088,752,289
13.428761,-18.052563,B,Pepsi,7,198.77211250842484,696,290
8.42454,-18.69892,B,Pepsi,7,206.4889324125355,802,291
22.05272,-18.952261,B,Pepsi,7,201.42050091917568,504,292
17.811586,-19.015673,B,Pepsi,7,210.37158464944625,618,293
16.34959,-19.036448,B,Pepsi,7,213.99596647852732,645,294
11.903558,-17.716835,B,Pepsi,7,195.5257197574186,723,295
7.8041897,-18.860653,B,Pepsi,7,193.8421415523229,814,296
9.379986,-18.683054,B,Pepsi,7,214.36183468077766,782,297
18.587996,-18.374315,B,Pepsi,7,193.05854046492504,604,298
18.820568,-18.742174,B,Pepsi,7,201.09860073043248,598,299
7.4987392,0.43553358,C,Sprite,6,202.1868309227614,696,300
4.234293,3.0286772,C,Sprite,6,195.15624308030698,850,301
10.697284,-1.9350791,C,Sprite,6,203.19537578868716,522,302
1.9143848,4.4393077,C,Sprite,6,201.93278061849387,984,303
9.820793,-1.156923,C,Sprite,6,209.24152383085536,582,304
8.574622,-0.36032143,C,Sprite,6,208.12856464238098,644,305
10.928244,-2.1039422,C,Sprite,6,192.60381230570647,500,306
10.1656275,-1.7572552,C,Sprite,6,193.5075272166629,550,307
2.2485986,3.9565775,C,Sprite,6,191.2789623459644,948,308
3.8565753,3.2406635,C,Sprite,6,193.28976088849305,868,309
5.9236097,1.0311017,C,Sprite,6,165.21830786363444,758,310
3.5313106,3.1802986,C,Sprite,6,197.31736938050489,878,311
6.687605,1.0625048,C,Sprite,6,209.37072520315178,735,312
3.4725044,3.521379,C,Sprite,6,194.30673869451223,888,313
3.1026058,3.7323642,C,Sprite,6,194.36741388539636,906,314
7.3413577,0.7567862,C,Sprite,6,225.39257791210892,706,315
9.929932,-1.2599742,C,Sprite,6,205.9374217584121,574,316
2.6963766,4.160958,C,Sprite,6,212.12815073682685,934,317
6.8626328,0.8077232,C,Sprite,6,202.33465796480243,725,318
5.315101,1.8729618,C,Sprite,6,208.0265225560743,793,319
4.302555,2.281156,C,Sprite,6,216.105784632233,834,320
4.0137267,2.4794858,C,Sprite,6,212.7399339058882,846,321
6.3295455,1.2238774,C,Sprite,6,202.51194972219673,748,322
8.153001,-0.072542205,C,Sprite,6,195.46203335027843,665,323
10.7719145,-1.6010519,C,Sprite,6,208.660705160428,529,324
6.364077,1.1629657,C,Sprite,6,198.96423900098375,746,325
5.5736628,1.779973,C,Sprite,6,219.05907236926993,784,326
3.2645137,3.1864896,C,Sprite,6,202.27602320930492,887,327
5.8684254,1.6335764,C,Sprite,6,212.121564332251,772,328
4.415735,2.747471,C,Sprite,6,198.5595070172548,839,329
10.378085,-1.3715651,C,Sprite,6,203.84065448939307,552,330
2.4212062,4.251172,C,Sprite,6,199.67305251905907,949,331
6.6112275,1.1733122,C,Sprite,6,211.2267768479802,739,332
2.09701,4.0459857,C,Sprite,6,185.58804239504002,958,333
3.7982707,2.791035,C,Sprite,6,203.66598246096848,859,334
3.503434,3.5273688,C,Sprite,6,190.60120213672644,887,335
7.550182,0.42459345,C,Sprite,6,207.47368031611802,694,336
8.365072,-0.2193448,C,Sprite,6,197.09307691968957,654,337
9.03448,-0.7875512,C,Sprite,6,190.14273953664457,621,338
10.420258,-1.3795037,C,Sprite,6,205.04046515517845,550,339
3.1570807,3.731503,C,Sprite,6,191.8450092671151,904,340
4.803765,2.599735,C,Sprite,6,194.40974506766142,825,341
4.069497,2.558718,C,Sprite,6,198.92969640045442,845,342
10.222521,-1.8731998,C,Sprite,6,189.64757677580627,545,343
5.2201695,2.0873814,C,Sprite,6,200.57474003024296,800,344
2.783902,3.4654999,C,Sprite,6,177.17197509959203,910,345
4.270504,3.0383296,C,Sprite,6,193.00274492007415,849,346
9.350405,-1.0122715,C,Sprite,6,202.1397991073422,606,347
9.334778,-0.78277004,C,Sprite,6,208.5135426460051,612,348
4.1516986,3.093962,C,Sprite,6,193.79636277464448,854,349
8.946572,-0.6732572,C,Sprite,6,194.69498852389472,626,350
10.096626,-1.6719881,C,Sprite,6,194.2418175935532,555,351
2.1384387,4.5340614,C,Sprite,6,223.74141743400597,970,352
9.796226,-1.3581817,C,Sprite,6,196.89275735382807,577,353
10.962922,-1.7767991,C,Sprite,6,216.44967713501285,513,354
7.7317424,0.24189667,C,Sprite,6,197.50963960443622,686,355
9.366783,-0.8226314,C,Sprite,6,208.51402092378828,610,356
2.9569309,3.5430498,C,Sprite,6,190.12064154203458,906,357
1.86563,4.623344,C,Sprite,6,230.7888080845524,992,358
5.841725,1.6411141,C,Sprite,6,211.19574911434577,773,359
10.949054,-1.7842486,C,Sprite,6,215.23787410193808,514,360
7.5326796,0.16109854,C,Sprite,6,175.4325294313652,691,361
7.3167896,0.40422317,C,Sprite,6,192.43649254715697,701,362
10.328699,-1.9788139,C,Sprite,6,185.77746290402325,538,363
1.9513816,4.257667,C,Sprite,6,189.3873736705341,973,364
8.96611,-0.6951051,C,Sprite,6,193.45626653886984,625,365
10.183894,-1.1735215,C,Sprite,6,216.87141635072564,566,366
6.749252,0.99202025,C,Sprite,6,208.8163975694945,732,367
9.2424965,-0.9894735,C,Sprite,6,191.26025880514902,610,368
2.0869515,4.350995,C,Sprite,6,199.96704079672645,969,369
3.5902228,2.8301346,C,Sprite,6,215.23124077269657,868,370
6.639703,0.98496026,C,Sprite,6,205.38910043684658,735,371
10.889462,-2.0599444,C,Sprite,6,196.11930810202585,505,372
7.8806987,0.12011715,C,Sprite,6,193.3159803169673,679,373
2.6116657,4.20211,C,Sprite,6,209.26177547531643,939,374
4.783699,2.0301862,C,Sprite,6,219.0941664047013,814,375
5.4384794,1.8014139,C,Sprite,6,200.27690931616212,788,376
2.4633784,3.8699887,C,Sprite,6,201.27365478537155,936,377
4.7055526,2.7088366,C,Sprite,6,193.49357430878172,830,378
2.3040926,3.9270506,C,Sprite,6,195.12874616235302,945,379
5.08905,2.3457015,C,Sprite,6,191.71416228981263,810,380
8.717892,-0.5107639,C,Sprite,6,194.54830800668157,636,381
10.592053,-1.5231076,C,Sprite,6,200.48521627944828,539,382
6.728738,0.7335758,C,Sprite,6,191.69049883588963,728,383
10.959185,-2.0046232,C,Sprite,6,203.90253268983142,503,384
4.564137,2.6926584,C,Sprite,6,199.15091167504167,834,385
1.8800805,4.401198,C,Sprite,6,194.23228669431668,985,386
2.6763694,4.117418,C,Sprite,6,207.55391225825755,934,387
7.32827,0.5092331,C,Sprite,6,205.66340130519023,702,388
3.221568,3.2962716,C,Sprite,6,208.31818176105264,891,389
8.900356,-0.4651798,C,Sprite,6,212.41970598009857,632,390
4.6438518,2.3592312,C,Sprite,6,199.14236830767166,825,391
8.689238,-0.41846612,C,Sprite,6,206.4058200694915,639,392
10.213892,-1.8427967,C,Sprite,6,191.85215872009704,546,393
10.672743,-1.4768165,C,Sprite,6,209.87493005700722,537,394
5.340729,1.8595022,C,Sprite,6,207.6420438800191,792,395
4.3878508,2.324682,C,Sprite,6,207.64252198609023,832,396
1.8582159,4.4650474,C,Sprite,6,200.107981648097,990,397
10.765655,-2.154207,C,Sprite,6,182.70419906990855,509,398
6.1311812,1.4809455,C,Sprite,6,212.41713959652344,760,399
33.192474,13.840736,D,7Up,5,500.62928092144404,820,400
26.20729,11.560637,D,7Up,5,342.31081304768514,818,401
31.389387,18.39512,D,7Up,5,510.6329104828443,958,402
30.785679,16.708832,D,7Up,5,477.16381493013364,898,403
26.986494,-0.022306584,D,7Up,5,152.83554998727107,593,404
29.320593,2.2459176,D,7Up,5,320.31047445295235,594,405
33.2966,2.7587428,D,7Up,5,416.9729284390374,575,406
27.285456,18.836979,D,7Up,5,408.93939191456496,982,407
27.879045,16.345194,D,7Up,5,408.65897874729,905,408
32.40022,1.8916456,D,7Up,5,384.432276460792,559,409
27.625183,14.128333,D,7Up,5,388.0149080634401,860,410
29.77136,8.747728,D,7Up,5,411.37294602129805,728,411
28.173492,6.9259872,D,7Up,5,351.23937759275066,712,412
29.149372,5.066994,D,7Up,5,356.7441812180379,664,413
29.888044,16.95694,D,7Up,5,454.34831529637773,909,414
35.96777,4.03082,D,7Up,5,503.4920927080599,561,415
35.327347,4.522997,D,7Up,5,487.1124703431692,588,416
26.252035,15.825134,D,7Up,5,367.39764678321586,901,417
32.493263,0.7942726,D,7Up,5,374.98773989254886,513,418
34.249805,13.141385,D,7Up,5,530.1052433162299,787,419
27.976942,-0.07374437,D,7Up,5,212.92080789741442,522,420
31.700794,1.7198962,D,7Up,5,364.8486515958691,562,421
25.901613,5.6184945,D,7Up,5,241.9748063256473,724,422
26.962069,18.9827,D,7Up,5,401.6053418643931,994,423
35.09152,4.959347,D,7Up,5,482.9405581183489,603,424
27.109299,0.21747816,D,7Up,5,178.8864690992115,603,425
28.473606,3.418979,D,7Up,5,311.5184058082015,633,426
33.821247,2.715603,D,7Up,5,428.6941261224298,566,427
22.407719,15.688472,D,7Up,5,252.14137542201584,947,428
